identifier,nsid,user,year,camera,title,longitude,latitude,url,license
8918456788,50406951@N00,nata2,2013,APPLE,,114.159393,22.281906,http://farm9.staticflickr.com/8271/8918456788_f33e0cb4c3.jpg,by-nc-nd
5319326678,41894197861@N01,xurde,2010,PANASONIC,P1020139,114.168291,22.279089,http://farm6.staticflickr.com/5241/5319326678_0a93f115dd.jpg,by-sa
7622863612,50178625@N00,kenner116,2012,CANON,IMG_6345,114.163183,22.302788,http://farm9.staticflickr.com/8022/7622863612_3ce2108f7e.jpg,by
9024406569,10564935@N07,i-Lens,2010,NIKON,DSC_8136 copy,114.243736,22.234463,http://farm3.staticflickr.com/2883/9024406569_5786c5107b.jpg,by-nc-nd
97089755,31137814@N00,zongyaowen,2006,CANON,_MG_8123,114.174728,22.280121,http://farm1.staticflickr.com/21/97089755_0892fc798b.jpg,by-nc-nd
9210228187,84378829@N04,Xin Li 2012,2011,CANON,IMG_1384,114.173312,22.271107,http://farm8.staticflickr.com/7312/9210228187_8cf3233bc7.jpg,by-nc-sa
3493395213,43334562@N00,Patrick Rasenberg,2009,CANON,Hong Kong,114.171606,22.277669,http://farm4.staticflickr.com/3570/3493395213_0660f83171.jpg,by-nc
5818715929,90867771@N00,reevery,2011,PANASONIC,P1030620,114.160309,22.297991,http://farm3.staticflickr.com/2648/5818715929_37c22f073a.jpg,by-nc-sa
6129382607,24649145@N03,Chih-Hsing %2C Shen,2011,CANON,IMG_3712,114.171191,22.293072,http://farm7.staticflickr.com/6082/6129382607_89b2ee4010.jpg,by-nc-sa
8281152342,99708700@N00,hermanwest,2012,CANON,IMG_4696,114.182195,22.278602,http://farm9.staticflickr.com/8363/8281152342_91286dcdb1.jpg,by-nc-sa
5078727160,20897132@N00,keso,2010,CANON,hong kong,114.149833,22.271333,http://farm5.staticflickr.com/4092/5078727160_c3fd7811af.jpg,by-nc-nd
535877076,60854617@N00,dreistreifen,2007,CANON,20070608 Kary%E3%80%8AIn Control%E3%80%8B%E6%96%B0%E7%A2%9F%E7%99%BC%E4%BD%88%E6%9C%83 LIVE %40 Times Square,114.182174,22.277828,http://farm1.staticflickr.com/228/535877076_f237afa5d4.jpg,by-nc-sa
6594005999,98827484@N00,Chris S. Lin %40 Taiwan,2011,NIKON,DSC_3231,114.160056,22.322423,http://farm8.staticflickr.com/7153/6594005999_87167707d8.jpg,by-nd
7399836200,9690615@N07,Ellery Chen,2012,SONY,DSC01162,114.175513,22.293788,http://farm8.staticflickr.com/7220/7399836200_701c3d364b.jpg,by-nc-sa
3205856451,29644318@N06,Remon Rijper,2008,CANON,Bus stop %40 Hong Kong Island %28Hong Kong%29,114.15872,22.283822,http://farm4.staticflickr.com/3415/3205856451_d678923f53.jpg,by-nc-nd
8274644842,70642595@N05,LJR.MIKE,2012,SONY,%E9%8A%85%E9%91%BC%E7%81%A3 Apple Store,114.183833,22.2795,http://farm9.staticflickr.com/8496/8274644842_ca57acf135.jpg,by-nc-sa
4755610418,38620478@N07,Clayton Chwang,2010,CANON,IMG_1627,114.184604,22.278126,http://farm5.staticflickr.com/4140/4755610418_a50bc99d0b.jpg,by-nc-nd
6990787119,51573850@N00,Wheels847,2012,CANON,IMG_8848,114.158721,22.283319,http://farm8.staticflickr.com/7036/6990787119_ccbc1d4382.jpg,by-nc-nd
4223406859,36989139@N03,Enterpr1se,2007,NIKON,DSC_0691,114.172041,22.280847,http://farm5.staticflickr.com/4048/4223406859_5c7f6a00d1.jpg,by-nc-sa
6150034977,53796094@N00,hayami,2011,SONY,DSC06469,114.169664,22.293613,http://farm7.staticflickr.com/6072/6150034977_89aa3e2720.jpg,by-nc-nd
2757206426,7766871@N02,View Asskew,2008,PANASONIC,The cool kids in waiting,114.158721,22.283319,http://farm4.staticflickr.com/3084/2757206426_7239a8a758.jpg,by-nc-nd
13952899274,27703797@N06,cesarharada.com,2014,SONY,Protei 011.1 test in Lamma Island Hong Kong,114.120097,22.21782,http://farm8.staticflickr.com/7280/13952899274_3945077927.jpg,by-nc-sa
10261987904,99708700@N00,hermanwest,2013,APPLE,IMG_2321,114.130761,22.203894,http://farm8.staticflickr.com/7407/10261987904_1fcb3f620a.jpg,by-nc-sa
3336848156,9911655@N08,wyliepoon,2009,CANON,IMG_6747,114.199447,22.342573,http://farm4.staticflickr.com/3585/3336848156_a0ae4b3983.jpg,by-nc-nd
2585922051,40235190@N00,Adrian F,2008,NIKON,Paddles UP%21,114.214553,22.218714,http://farm4.staticflickr.com/3263/2585922051_725bed03b0.jpg,by
12051777594,27703797@N06,cesarharada.com,2014,SONY,Social Architecture Hong Kong Design Institute 20140119,114.253472,22.305591,http://farm4.staticflickr.com/3721/12051777594_5cb73289de.jpg,by-nc-sa
6416798931,44124401641@N01,istolethetv,2011,CANON,transfixed,114.160459,22.278493,http://farm8.staticflickr.com/7026/6416798931_f7fb48f1c3.jpg,by
8161770673,65176263@N00,Mirko.Eggert,2012,NIKON,Tea leaf eggs,114.184856,22.301802,http://farm9.staticflickr.com/8481/8161770673_c944271f0e.jpg,by-nc-sa
9106058410,19282957@N00,iombie,2013,SONY,,114.174105,22.300551,http://farm6.staticflickr.com/5446/9106058410_082810492d.jpg,by-nc-nd
2731949016,10596458@N08,fung1981,2008,CANON,%E6%9D%91%E8%B7%AF Country Road,114.233812,22.24108,http://farm4.staticflickr.com/3277/2731949016_b6efb8f172.jpg,by-nc-nd
5977515097,99658898@N00,iriskh,2011,CANON,Turtles,114.170351,22.301068,http://farm7.staticflickr.com/6014/5977515097_25478dcb37.jpg,by-nd
8489540348,13327238@N02,yukikei,2013,NIKON,DSC_5388,114.208933,22.320936,http://farm9.staticflickr.com/8102/8489540348_c51d2093ea.jpg,by-nc
5138078496,82955071@N00,rickytanghkg,2010,SONY,DSC02327,114.170206,22.294948,http://farm5.staticflickr.com/4060/5138078496_b0d8b52b1a.jpg,by-nc-nd
3671691433,95368342@N00,eksyt,2009,CANON,IMG_6359,114.155845,22.283854,http://farm4.staticflickr.com/3368/3671691433_7e2ce11c89.jpg,by-nc-nd
8677109334,18378305@N00,Canadian Pacific,2012,CANON,The Bank of East Asia Building,114.158291,22.281026,http://farm9.staticflickr.com/8395/8677109334_01f70d0251.jpg,by-nc
8469437057,14385475@N05,punctuum,2013,APPLE,IMG_2415,114.168833,22.294,http://farm9.staticflickr.com/8379/8469437057_87c5fd72c5.jpg,by-nc-sa
3926433562,22637304@N00,jasonpoon,2009,CANON,Kimono Katana,114.172582,22.282742,http://farm3.staticflickr.com/2641/3926433562_9745881b2f.jpg,by-nc-sa
6008628278,82955071@N00,rickytanghkg,2011,SONY,DSC07971,114.172325,22.282067,http://farm7.staticflickr.com/6125/6008628278_aa8860c352.jpg,by-nc-nd
9123829442,19282957@N00,iombie,2013,SONY,,114.143578,22.245215,http://farm4.staticflickr.com/3803/9123829442_39aae2b9dd.jpg,by-nc-nd
12295708894,88787599@N00,The Mitzikin Revolution,2014,APPLE,A big ol plate o crawfish,114.238194,22.291107,http://farm8.staticflickr.com/7406/12295708894_ac2ecb472b.jpg,by-nc-nd
545995940,46549372@N00,elitemedia,2007,SONY,DSC06208,114.177389,22.279327,http://farm2.staticflickr.com/1400/545995940_27870d6a25.jpg,by-nc-sa
2976180154,9460971@N03,Chemophilic,2008,NIKON,I heart Democracy,114.170265,22.317713,http://farm4.staticflickr.com/3183/2976180154_16e49b31f2.jpg,by-nc-nd
4219946060,36989139@N03,Enterpr1se,2006,PANASONIC,212234,114.169891,22.31553,http://farm3.staticflickr.com/2561/4219946060_8267982f7a.jpg,by-nc-sa
5672750909,10189552@N02,michaelhebb,2011,CANON,,114.152433,22.27795,http://farm6.staticflickr.com/5150/5672750909_83a76dfc7c.jpg,by-nc-sa
8646725096,18031377@N00,trey.menefee,2013,NIKON,curls-154,114.159675,22.277093,http://farm9.staticflickr.com/8526/8646725096_50542b3548.jpg,by-nc-sa
13746541295,95350998@N02,Alexander Synaptic,2014,NIKON,The heart of Bishop%27s Lodge,114.1492,22.275208,http://farm4.staticflickr.com/3708/13746541295_c5d34d8e79.jpg,by-sa
11478599045,14798958@N08,ericcwtse,2013,NIKON,DSCN6329,114.196966,22.341988,http://farm4.staticflickr.com/3827/11478599045_9cf043cb48.jpg,by-sa
431096479,38286654@N00,I%27m J.C,2005,CANON,HK-2005-12-31-015,114.173698,22.304661,http://farm1.staticflickr.com/185/431096479_241b0247ec.jpg,by-nc-nd
8187333599,14990149@N04,cammy8888,2012,SONY,DSC05747,114.159641,22.2777,http://farm9.staticflickr.com/8205/8187333599_56d4285ece.jpg,by-sa
12052775046,27703797@N06,cesarharada.com,2014,SONY,Social Architecture Hong Kong Design Institute 20140119,114.253472,22.305591,http://farm6.staticflickr.com/5532/12052775046_fa3fb183a0.jpg,by-nc-sa
775923493,17306001@N00,noii%27s,2007,CANON,soba noodle soup,114.172909,22.298636,http://farm2.staticflickr.com/1270/775923493_43f3788a36.jpg,by-sa
8730783127,13327238@N02,yukikei,2013,NIKON,DSC_4464,114.234352,22.282961,http://farm8.staticflickr.com/7439/8730783127_43c6346562.jpg,by-nc
4389592039,10596458@N08,fung1981,2010,CANON,IMG_2587,114.193117,22.341918,http://farm3.staticflickr.com/2684/4389592039_af6a717fde.jpg,by-nc-nd
769681077,7607063@N06,twenty5pics,2007,PANASONIC,An AWESOME wallpaper.,114.196186,22.237227,http://farm2.staticflickr.com/1073/769681077_ac4df345cc.jpg,by-nc-sa
8174567554,16925188@N06,powkey,2012,APPLE,Public Restroom,114.193833,22.285333,http://farm9.staticflickr.com/8343/8174567554_193fe5e6f9.jpg,by-sa
4303833306,10596458@N08,fung1981,2010,CANON,IMG_1579,114.111396,22.227122,http://farm5.staticflickr.com/4071/4303833306_86089cb939.jpg,by-nc-nd
6418953429,31384508@N02,ken8303,2011,CANON,IMG_1244,114.1518,22.283487,http://farm8.staticflickr.com/7145/6418953429_64bb60545d.jpg,by-nc-sa
2875188439,94958713@N00,%D0%94%D0%B0%D0%BD%D0%B8%D0%BB%D0%B0,2008,SONY,%D0%9C%D1%83%D0%B7%D1%8B%D0%BA%D0%B0%D0%BD%D1%82%D1%8B %D0%B8%D0%B7 Ocean Park%2C Hong Kong - Ocean Park Musicians  -8,114.170522,22.235042,http://farm4.staticflickr.com/3204/2875188439_67cbc3cd51.jpg,by
5695493259,26825383@N00,dandandanRyan,2011,APPLE,%E6%BC%81%E5%B8%82%E5%A0%B4%E5%8F%A6%E4%B8%80%E9%82%8A,114.150373,22.248168,http://farm3.staticflickr.com/2680/5695493259_857a4c931b.jpg,by-nc-sa
8470565370,14385475@N05,punctuum,2013,APPLE,IMG_2489,114.159,22.283833,http://farm9.staticflickr.com/8384/8470565370_df67137d08.jpg,by-nc-sa
4223830407,36989139@N03,Enterpr1se,2007,NIKON,DSC_0445,114.17318,22.283377,http://farm5.staticflickr.com/4015/4223830407_936daaeedc.jpg,by-nc-sa
873207309,9911655@N08,wyliepoon,2005,PANASONIC,P1000143,114.150094,22.271166,http://farm2.staticflickr.com/1241/873207309_289de0ec10.jpg,by-nc-sa
4591853184,44851088@N00,shugo01,2010,CANON,IMG_4007,114.200409,22.23996,http://farm5.staticflickr.com/4012/4591853184_5c332ef645.jpg,by-nc
5418524721,94442719@N00,Frank Tsang,2011,CANON,20110203_FT__MG_0687,114.170737,22.293672,http://farm6.staticflickr.com/5294/5418524721_5e41a5093d.jpg,by-nc-nd
5992320503,76664011@N00,Ryan Devenish,2011,CANON,,114.150001,22.2833,http://farm7.staticflickr.com/6018/5992320503_e650ab87e0.jpg,by-nc-nd
5265922375,27454212@N00,Kent Wang,2010,SONY,Chi Lin Nunnery restaurant,114.205244,22.3388,http://farm6.staticflickr.com/5130/5265922375_dc957c4a73.jpg,by-sa
8568791174,37996646802@N01,cogdogblog,2013,APPLE,Five Card Flickr at HKUST,114.263,22.337,http://farm9.staticflickr.com/8110/8568791174_6d48988f41.jpg,by-sa
4473233007,37996582271@N01,Frankenstein,2010,CANON,Happy Valley,114.18286,22.270551,http://farm5.staticflickr.com/4070/4473233007_6d2f351533.jpg,by-nc
229869666,66883888@N00,_wli,2006,CANON,Kowloon King was here,114.170436,22.290049,http://farm1.staticflickr.com/72/229869666_be53cfa9f1.jpg,by-nc-nd
8297514114,99708700@N00,hermanwest,2012,CANON,IMG_4793,114.116524,22.366814,http://farm9.staticflickr.com/8353/8297514114_8c26253ffb.jpg,by-nc-sa
4108822563,10596458@N08,fung1981,2009,CANON,IMG_1230,114.213545,22.323733,http://farm3.staticflickr.com/2698/4108822563_78ff22b1f7.jpg,by-nc-nd
3504796842,43334562@N00,Patrick Rasenberg,2009,CANON,Wan Chai,114.180575,22.27943,http://farm4.staticflickr.com/3655/3504796842_dba0cac1f4.jpg,by-nc
7045409949,21063247@N00,%E5%B0%8F%E5%AE%97%E5%AE%97,2012,CANON,IMG_2406s,114.175133,22.293186,http://farm8.staticflickr.com/7216/7045409949_fb82243941.jpg,by-nc-nd
5419420586,8143486@N04,rmlowe,2011,NIKON,Lunar New Year Fireworks Display,114.167047,22.295033,http://farm6.staticflickr.com/5091/5419420586_226cce0ed0.jpg,by
5617239675,34333379@N03,vgarcia1586,2011,CANON,IMG_9327,114.169964,22.316087,http://farm6.staticflickr.com/5224/5617239675_7176e06ed7.jpg,by-sa
1467929487,97681386@N00,edwin.11,2007,NIKON,Aberdeen Promenade,114.15018,22.244933,http://farm2.staticflickr.com/1316/1467929487_d11fcf399a.jpg,by
6012536039,82955071@N00,rickytanghkg,2011,SONY,DSC08116,114.172732,22.283537,http://farm7.staticflickr.com/6133/6012536039_43cf41d96a.jpg,by-nc-nd
10889372286,14798958@N08,ericcwtse,2013,NIKON,DSCN5504,114.243577,22.302777,http://farm8.staticflickr.com/7353/10889372286_ae702b8c92.jpg,by-sa
13158869434,30983068@N06,Cal %21,2014,CANON,Hong Kong-23,114.183038,22.278786,http://farm8.staticflickr.com/7252/13158869434_ba592b26d3.jpg,by-nc-nd
247525245,76405481@N00,kpcmobile,2006,CANON,IMG_9833,114.173011,22.290128,http://farm1.staticflickr.com/85/247525245_95fcd3964e.jpg,by-nc-nd
6593800121,98827484@N00,Chris S. Lin %40 Taiwan,2011,NIKON,DSC_2390,114.160056,22.322423,http://farm8.staticflickr.com/7017/6593800121_8b8c5c3693.jpg,by-nd
5203123371,82955071@N00,rickytanghkg,2010,SONY,DSC05183,114.129619,22.366685,http://farm6.staticflickr.com/5289/5203123371_a613596f3f.jpg,by-nc-nd
1729250346,8930840@N08,coleman.pan,2007,CANON,%E6%98%9F%E5%85%89%E5%A4%A7%E9%81%93015,114.171466,22.295132,http://farm3.staticflickr.com/2185/1729250346_8ffa84f75b.jpg,by-nc-sa
8361477456,70173702@N08,usiruk,2012,CANON,Xmas Holiday 2012,114.157672,22.285986,http://farm9.staticflickr.com/8333/8361477456_bfd771e515.jpg,by
9045327101,19282957@N00,iombie,2013,SONY,,114.211861,22.218183,http://farm6.staticflickr.com/5448/9045327101_7849a756ba.jpg,by-nc-nd
6559832531,31384508@N02,ken8303,2011,CANON,IMG_2001,114.182024,22.301355,http://farm8.staticflickr.com/7004/6559832531_c961766280.jpg,by-nc-sa
8394033885,33508215@N00,basair,2012,NIKON,Flower Market%2C Kowloon%2C Hong Kong,114.173784,22.282345,http://farm9.staticflickr.com/8233/8394033885_b843e5cdd0.jpg,by-nc
5408933789,67158364@N00,Choubistar,2011,APPLE,,114.155,22.287333,http://farm5.staticflickr.com/4150/5408933789_2a220f28d6.jpg,by-sa
4221029351,36989139@N03,Enterpr1se,2006,NIKON,DSC_0070,114.204597,22.339138,http://farm3.staticflickr.com/2491/4221029351_6eecf9807c.jpg,by-nc-sa
8417355388,7533117@N07,jit bag,2012,CANON,IMG_2712,114.157905,22.273211,http://farm9.staticflickr.com/8328/8417355388_58974a791c.jpg,by
3908988838,8871838@N04,ziptweric,2009,CANON,IMG_8528,114.165802,22.310061,http://farm3.staticflickr.com/2573/3908988838_b51c6948ea.jpg,by-nc-nd
305914924,41403099@N00,yougottadance,2006,NIKON,DSC_0301,114.184341,22.277977,http://farm1.staticflickr.com/104/305914924_573bf1141a.jpg,by-nc-nd
6288563644,68980602@N06,victoriahk94,2011,NIKON,Cement pawprints,114.25064,22.23096,http://farm7.staticflickr.com/6103/6288563644_8cd618458e.jpg,by
3619662426,86799885@N00,Lens_Flare,2008,PANASONIC,Hong Kong,114.159386,22.278772,http://farm4.staticflickr.com/3660/3619662426_907c9ca230.jpg,by-nc
431089854,38286654@N00,I%27m J.C,2005,CANON,HK-2005-12-30-002,114.173698,22.304661,http://farm1.staticflickr.com/178/431089854_ef9565678d.jpg,by-nc-nd
8402377147,7533117@N07,jit bag,2012,CANON,IMG_2479,114.157905,22.273211,http://farm9.staticflickr.com/8377/8402377147_844ed21c99.jpg,by
3039006949,36449657@N00,evas%C3%A8e,2008,CANON,IMG_4797,114.157991,22.27969,http://farm4.staticflickr.com/3208/3039006949_8fe5026c35.jpg,by-nc-sa
2585901607,27778024@N08,kklkong,2008,NIKON,kklkong kowloon bay _030,114.2092,22.318279,http://farm4.staticflickr.com/3066/2585901607_a573467d77.jpg,by-nc-nd
8488027520,9911655@N08,wyliepoon,2012,CANON,IMG_0613,114.170544,22.294496,http://farm9.staticflickr.com/8372/8488027520_8c4225219d.jpg,by-nc-nd
4976037081,98563978@N00,oafbot,2010,CANON,Star Ferry,114.165031,22.289057,http://farm5.staticflickr.com/4087/4976037081_f94c2ce4cb.jpg,by-nc-nd
12052754123,27703797@N06,cesarharada.com,2014,SONY,Social Architecture Hong Kong Design Institute 20140119,114.253472,22.305591,http://farm6.staticflickr.com/5481/12052754123_beb00dc55b.jpg,by-nc-sa
6713248409,23601949@N00,Sarah and Jason,2011,CANON,IMG_1312.jpg,114.165138,22.24005,http://farm8.staticflickr.com/7011/6713248409_2906ab4fc3.jpg,by-sa
6568052673,31384508@N02,ken8303,2011,CANON,IMG_3333,114.182024,22.301355,http://farm8.staticflickr.com/7021/6568052673_86eeed380d.jpg,by-nc-sa
11908971864,27703797@N06,cesarharada.com,2014,SONY,Social Architecture HKDI%2C Photos by Meng Lau,114.253472,22.305591,http://farm8.staticflickr.com/7458/11908971864_a60cefa623.jpg,by-nc-sa
6610927303,67917860@N00,synnwang,2011,PANASONIC,%E9%A6%99%E6%B8%AF %E6%97%BA%E8%A7%92,114.170254,22.318497,http://farm8.staticflickr.com/7169/6610927303_7155649917.jpg,by-nc-sa
5212369349,41894197861@N01,xurde,2010,PANASONIC,P1010837,114.177732,22.30752,http://farm6.staticflickr.com/5289/5212369349_1858b8040b.jpg,by-sa
4787174388,98318982@N00,CLTY,2010,PANASONIC,P1080327,114.177829,22.281392,http://farm5.staticflickr.com/4138/4787174388_e4ac8e5b61.jpg,by-sa
855789437,9911655@N08,wyliepoon,2005,PANASONIC,P1000248,114.196014,22.332451,http://farm2.staticflickr.com/1166/855789437_0064633492.jpg,by-nc-sa
11010728983,7310714@N06,Wootang01,2013,APPLE,,114.204666,22.339483,http://farm4.staticflickr.com/3760/11010728983_3b3f1c24d4.jpg,by-nd
6888895132,66883888@N00,_wli,2012,CANON,IMG_2986.JPG,114.139617,22.288517,http://farm8.staticflickr.com/7274/6888895132_c431e99321.jpg,by-nc-nd
7309424200,7839660@N02,j. kunst,2011,NIKON,Lioness,114.159665,22.280548,http://farm8.staticflickr.com/7245/7309424200_e54103396d.jpg,by-nd
2893610545,15229508@N00,vmlinuz,2008,CANON,img_1954,114.1755,22.24537,http://farm4.staticflickr.com/3191/2893610545_818bdd41e4.jpg,by
3119324527,70217866@N00,Leonard Chien,2006,NIKON,Hong Kong between sky and sea,114.071302,22.350542,http://farm4.staticflickr.com/3125/3119324527_55e988bc46.jpg,by-nc-sa
2273074845,27647984@N00,wZa HK,2008,CANON,IMG_9263,114.183333,22.281,http://farm3.staticflickr.com/2051/2273074845_4df7498b0a.jpg,by-nc-nd
6138021808,60486956@N00,mithrandir3,2011,CANON,Hong Kong,114.174288,22.327876,http://farm7.staticflickr.com/6159/6138021808_4169f03bd5.jpg,by-nc-sa
7596999676,10627620@N06,R. Flores,2012,CANON,CTB8132_20120717_IMG_2130,114.215186,22.284579,http://farm9.staticflickr.com/8150/7596999676_0a5fd58ccf.jpg,by-nc-nd
5871894669,53796094@N00,hayami,2011,SONY,DSC05085,114.174263,22.245994,http://farm4.staticflickr.com/3007/5871894669_8b064e5840.jpg,by-nc-nd
2258008654,73504146@N00,Viofiddler,2008,SONY,Decorations 6,114.169664,22.294536,http://farm3.staticflickr.com/2416/2258008654_718584163f.jpg,by-nc
229902354,63569421@N00,Theodoranian%7C%E8%99%8E%E5%85%92,2006,SONY,DSC00106,114.17593,22.260344,http://farm1.staticflickr.com/63/229902354_8795dde39f.jpg,by-nc-sa
41950103,44011810@N00,ahdont%E2%84%A2,2005,SONY,DSC02946,114.246826,22.229838,http://farm1.staticflickr.com/31/41950103_62accbd019.jpg,by-nc-nd
2298616326,9019908@N03,Quan the Pooh%21,2008,CANON,Louis V...,114.153614,22.280836,http://farm4.staticflickr.com/3246/2298616326_e654fd7677.jpg,by-nc-nd
6346234069,10596458@N08,fung1981,2011,CANON,IMG_5260,114.141233,22.373115,http://farm7.staticflickr.com/6048/6346234069_01a4cd7ee9.jpg,by-nc-nd
3544587763,48453097@N00,jon_lin,2009,NIKON,DSC_2864,114.14968,22.271272,http://farm4.staticflickr.com/3581/3544587763_18250fd45c.jpg,by-nc-nd
4837270322,9558413@N04,bpinzini,2010,SONY,overlook,114.154214,22.283537,http://farm5.staticflickr.com/4131/4837270322_262b7e8f12.jpg,by-nc-nd
5872432478,53796094@N00,hayami,2011,SONY,DSC04728,114.171738,22.234069,http://farm4.staticflickr.com/3142/5872432478_d2894e986e.jpg,by-nc-nd
137553635,33931382@N00,ppz,2006,CANON,IMG_3099,114.170436,22.31014,http://farm1.staticflickr.com/45/137553635_fed555f639.jpg,by-nd
4315264613,31384508@N02,ken8303,2010,CANON,IMG_4851,114.179679,22.304849,http://farm3.staticflickr.com/2777/4315264613_5dd83e579b.jpg,by-nc-sa
5182375364,29297680@N00,surtr,2010,APPLE,lunch%3A spaghetti with chicken in unagi sauce,114.1695,22.3035,http://farm5.staticflickr.com/4104/5182375364_b02f5a00a5.jpg,by-sa
6506403067,12123622@N04,swat_hk,2011,NIKON,%E9%A6%99%E6%B8%AF%E6%B6%88%E9%98%B2%E8%99%95 F 2101 %E7%89%B9%E7%A8%AE%E6%95%91%E6%8F%B4%E9%9A%8A%E5%9D%8D%E5%A1%8C%E6%90%9C%E6%95%91%E5%B0%88%E9%9A%8A,114.157186,22.329603,http://farm8.staticflickr.com/7152/6506403067_6eee11e906.jpg,by-nc-nd
4221778378,36989139@N03,Enterpr1se,2006,NIKON,DSC_0034,114.204597,22.339138,http://farm3.staticflickr.com/2730/4221778378_aa703c5124.jpg,by-nc-sa
2279697708,26661409@N00,ringo chau,2008,PANASONIC,P1010017,114.201787,22.340708,http://farm3.staticflickr.com/2042/2279697708_5a22e904d6.jpg,by
5627261974,42502651@N00,Thomas Fan,2011,CANON,2011-04-17 12-36-35 - 0234,114.138722,22.26654,http://farm6.staticflickr.com/5021/5627261974_6e88a7a82e.jpg,by-nc
4315786909,31384508@N02,ken8303,2010,CANON,IMG_5029,114.179679,22.304849,http://farm3.staticflickr.com/2790/4315786909_e56d220764.jpg,by-nc-sa
2386944467,10697382@N08,Gouldy99,2008,PANASONIC,Water feature. Botannical Gardens. Hong Kong 1,114.156532,22.269399,http://farm3.staticflickr.com/2166/2386944467_ed7ec7708a.jpg,by-nc-nd
8240834051,10451744@N06,akika8,2012,APPLE,Li Ka Shing %E6%9D%8E%E5%98%89%E8%AF%9A,114.161,22.277667,http://farm9.staticflickr.com/8197/8240834051_6a59c73906.jpg,by-sa
7428500538,22995625@N04,mikediliberto,2012,NIKON,Dragon boat racing,114.213637,22.221275,http://farm8.staticflickr.com/7253/7428500538_fa2b556b0b.jpg,by-nc-sa
1997044965,13446136@N03,tangdersons,2005,CANON,Angled Frame,114.160877,22.276865,http://farm3.staticflickr.com/2349/1997044965_11753b067d.jpg,by-nc-nd
4228190389,66883888@N00,_wli,2008,APPLE,IMG_0015.JPG,114.224333,22.313166,http://farm3.staticflickr.com/2723/4228190389_48f3880174.jpg,by-nc-nd
3051387111,10596458@N08,fung1981,2008,CANON,%E5%B8%86%E8%88%B9 Sailing,114.219424,22.28988,http://farm4.staticflickr.com/3054/3051387111_3bc170d788.jpg,by-nc-nd
6831240403,31384508@N02,ken8303,2012,CANON,IMG_6431,114.234659,22.298869,http://farm8.staticflickr.com/7154/6831240403_8d02be3e2e.jpg,by-nc-sa
8489382024,25530545@N04,DavidLevinson,2006,NIKON,Hong Kong 2006 - 37,114.142196,22.3577,http://farm9.staticflickr.com/8090/8489382024_75b67dcc50.jpg,by-nc-sa
3975667741,80707599@N00,yingtak,2009,CANON,%E5%B7%B2%E4%B8%91 %E5%A4%A7%E5%9D%91%E8%88%9E%E7%81%AB%E9%BE%8D*13*,114.192291,22.279312,http://farm3.staticflickr.com/2593/3975667741_aa83e004a7.jpg,by-nd
3908212165,8871838@N04,ziptweric,2009,CANON,IMG_8586,114.165802,22.310061,http://farm3.staticflickr.com/2623/3908212165_055300526f.jpg,by-nc-nd
2762799402,8071066@N04,Laurent Bugnion,2008,SONY,el2008081228,114.161349,22.282643,http://farm4.staticflickr.com/3265/2762799402_041c4cf3df.jpg,by-nc-sa
561826343,81168954@N00,paulmcdee,2007,CANON,Hong Kong 290,114.177389,22.289096,http://farm2.staticflickr.com/1099/561826343_d94bae262e.jpg,by-nc-nd
4848820375,9841879@N06,Michael Yat Kit Chung,2010,CANON,%E9%A2%A8%E6%89%87 %7C Fan,114.197902,22.292749,http://farm5.staticflickr.com/4142/4848820375_287c099cec.jpg,by-nc
288309697,56638827@N00,shinyai,2004,CANON,20041109 003,114.189834,22.285602,http://farm1.staticflickr.com/109/288309697_d05e7740b9.jpg,by-nc
400592143,47334482@N00,a.meins,2007,CANON,Hong Kong Island ferry terminal,114.161252,22.287388,http://farm1.staticflickr.com/155/400592143_77fd0df45b.jpg,by
11506433123,70217866@N00,Leonard Chien,2013,SONY,hong kong in foggy daylight,114.14974,22.27129,http://farm6.staticflickr.com/5533/11506433123_98f280fe8f.jpg,by-nc-sa
271090550,27647984@N00,wZa HK,2006,CANON,Johnny Drama FS Grinding,114.24255,22.268153,http://farm1.staticflickr.com/86/271090550_e193c14709.jpg,by-nd
5730494470,42628694@N03,mR.Son.Photo,2011,CANON,%ED%99%8D%EC%BD%A9%2FHong Kong%2F%E9%A6%99%E6%B8%AF,114.193416,22.342638,http://farm6.staticflickr.com/5205/5730494470_8f94af0d67.jpg,by-nc-nd
6346389655,22224217@N00,chrissun888,2011,NIKON,DSC_0077,114.167776,22.303549,http://farm7.staticflickr.com/6232/6346389655_021351cbaa.jpg,by-nc-nd
3339081631,9911655@N08,wyliepoon,2009,CANON,IMG_6967,114.173526,22.278533,http://farm4.staticflickr.com/3319/3339081631_3de7f14cec.jpg,by-nc-nd
4224115532,36989139@N03,Enterpr1se,2007,NIKON,DSC_0506,114.182127,22.301247,http://farm3.staticflickr.com/2542/4224115532_48dbea1fc1.jpg,by-nc-sa
5412319427,45856998@N00,David Leo Veksler,2011,SONY,Hong Kong,114.152927,22.273053,http://farm5.staticflickr.com/4148/5412319427_336fc5ce61.jpg,by
4960053232,32745330@N00,tenz1225,2010,SONY,%E9%87%91%E9%B3%B3%E8%8C%B6%E9%A4%90%E5%BB%B3 %E5%89%9B%E5%87%BA%E7%88%90%E7%9A%84%E8%8F%A0%E8%98%BF%E5%8C%85,114.173,22.275166,http://farm5.staticflickr.com/4151/4960053232_3154d96919.jpg,by-nc-sa
